U_ID,MOD_ID,GLAC_ID,MOD_H,GLAC_H,DEBRIS,FRAC_GLAC
1304,73102,56,5558.72,5434,0,0.04
1305,73103,238,5737.2,5738.68,0,0.88
1306,73104,238,5877.12,5877.12,0,1
1307,73105,238,5966.12,5966.12,0,1
1308,73106,238,5931.8,5931.8,0,1
1309,73107,238,5918.96,5912.71,0,0.96
1310,73108,238,5970.28,5942.3,0,0.8
1311,73109,238,6061.08,6042,0,0.8
1312,73110,238,6188.96,6144.88,0,0.68
1313,73111,238,6231.8,6196.71,0,0.68
1314,73112,238,6237.44,6231.17,0,0.92
1315,73113,241,6279.84,6289.13,0,0.6
1316,73113,238,6279.84,6265.9,0,0.4
1317,73114,241,6317.76,6317.76,0,1
1318,73115,241,6338.52,6338.52,0,1
1319,73116,241,6371.16,6360.27,0,0.88
1320,73117,241,6268.2,6345,0,0.04
1321,73118,76,5934.12,5875.21,0,0.56
1322,73119,76,5767.48,5765.26,0,0.92
1323,73120,76,5621.12,5621.12,0,1
1324,73121,76,5531.52,5531.52,0,1
1325,73122,76,5486.6,5444.8,0,0.4
1326,73137,4,5001.92,4983,1,0.48
1327,73138,4,4990.36,4990.36,1,1
1328,73139,4,5001.8,4999.89,1,0.76
1329,73141,4,5106.56,5076.13,1,0.32
1330,73142,4,5134.92,5132.82,0,0.44
1331,73142,4,5134.92,5097,1,0.08
1332,73143,4,5209.4,5209.29,0,0.84
1333,73144,4,5268.36,5268.36,0,1
1334,73145,4,5316.2,5313.76,0,0.84
1335,73146,4,5429.32,5437.1,0,0.8
1336,73147,4,5551.84,5546.33,0,0.84
1337,73148,4,5736.84,5682.92,0,0.52
1338,73149,17,5968.2,6053.38,0,0.32
1339,73150,17,6026.56,6026.56,0,1
1340,73151,17,5988.64,5988.64,0,1
1341,73152,17,5967.32,5967.32,0,1
1342,73153,17,5909,5910.38,0,0.96
1343,73154,17,5829.28,5829.28,0,1
1344,73155,17,5815.48,5815.48,0,1
1345,73156,17,5809.04,5809.04,0,1
1346,73157,17,5811.08,5811.08,0,1
1347,73158,17,5826.96,5826.96,0,1
1348,73159,17,5891.28,5891.28,0,1
1349,73160,17,5982.44,5982.44,0,1
1350,73161,17,5999.24,5982.33,0,0.48
1351,73368,54,5028.24,5135,0,0.04
1352,73369,54,5122,5175.4,0,0.2
1353,73369,55,5122,5113.33,0,0.12
1354,73370,54,5207,5256.4,0,0.2
1355,73370,55,5207,5161.5,0,0.32
1356,73371,54,5343.96,5399.71,0,0.56
1357,73371,55,5343.96,5219,0,0.04
1358,73372,54,5563.08,5568.52,0,0.92
1359,73373,54,5610.36,5619.89,0,0.36
1360,73373,238,5610.36,5608.73,0,0.6
1361,73374,238,5610.36,5610.36,0,1
1362,73375,238,5686.12,5686.12,0,1
1363,73376,238,5704.08,5704.08,0,1
1364,73377,238,5683.36,5683.36,0,1
1365,73378,238,5693.24,5693.24,0,1
1366,73379,238,5764.96,5764.96,0,1
1367,73380,238,5868.12,5868.12,0,1
1368,73381,238,5935.52,5935.52,0,1
1369,73382,238,5990.48,5990.48,0,1
1370,73383,238,6023,6023,0,1
1371,73384,241,6043.04,6040,0,0.72
1372,73384,238,6043.04,6050.86,0,0.28
1373,73385,241,6069.76,6069.76,0,1
1374,73386,241,6060.84,6060.84,0,1
1375,73387,241,6151.6,6151.6,0,1
1376,73388,241,6231.36,6203.07,0,0.6
1377,73389,241,6130.08,6174,0,0.04
1378,73389,76,6130.08,5941,0,0.08
1379,73390,76,5992.92,5920,0,0.04
1380,73391,76,5829.6,5711.63,0,0.32
1381,73392,76,5845.16,5635.25,0,0.16
1382,73408,4,5057,5021,1,0.2
1383,73409,4,5011.04,5011.04,1,1
1384,73410,4,5007.16,5007.16,1,1
1385,73411,4,5011.8,5011.8,1,1
1386,73412,4,5046.84,5062.25,0,0.16
1387,73412,4,5046.84,5043.9,1,0.84
1388,73413,4,5090.16,5090.16,0,1
1389,73414,4,5146,5145.46,0,0.96
1390,73415,4,5242.32,5222.44,0,0.36
1391,73416,4,5350.72,5390,0,0.04
1392,73417,4,5474.08,5478.9,0,0.4
1393,73418,4,5681.28,5602.5,0,0.08
1394,73421,17,6137.84,6047.6,0,0.2
1395,73422,17,5996.36,5990,0,0.88
1396,73423,17,5909.96,5909.96,0,1
1397,73424,17,5882.32,5882.32,0,1
1398,73425,17,5844,5844,0,1
1399,73426,17,5822.64,5822.64,0,1
1400,73427,17,5816.16,5816.16,0,1
1401,73428,17,5823.76,5823.76,0,1
1402,73429,17,5831.56,5831.56,0,1
1403,73430,17,5845.56,5845.56,0,1
1404,73431,17,5931.64,5931.64,0,1
1405,73432,17,5956.8,5967.15,0,0.52
1406,73639,54,5115.04,5143.45,0,0.44
1407,73640,54,5209.08,5209.08,0,1
1408,73641,54,5303.48,5303.48,0,1
1409,73642,54,5417.16,5417.16,0,1
1410,73643,54,5557.04,5556.58,0,0.96
1411,73644,54,5554.48,5600,0,0.16
1412,73644,238,5554.48,5541.54,0,0.52
1413,73645,238,5501.84,5501.84,0,1
1414,73646,238,5492.88,5492.88,0,1
1415,73647,238,5518.08,5518.08,0,1
1416,73648,238,5541.8,5541.8,0,1
1417,73649,238,5556.52,5556.52,0,1
1418,73650,238,5599.92,5599.92,0,1
1419,73651,238,5676.16,5708.06,0,0.64
1420,73652,238,5739.24,5779.06,0,0.68
1421,73653,238,5788.04,5788.04,0,1
1422,73654,238,5836.56,5836.56,0,1
1423,73655,241,5871.2,5867.41,0,0.88
1424,73655,238,5871.2,5899,0,0.12
1425,73656,241,5865.28,5865.28,0,1
1426,73657,241,5825.36,5825.36,0,1
1427,73658,241,5919.92,5919.92,0,1
1428,73659,241,5986.56,5986.56,0,1
1429,73660,241,6070.68,6060.96,0,0.92
1430,73661,241,6142.16,6116,0,0.48
1431,73662,241,6141.08,6160,0,0.24
1432,73680,4,5011.24,5008.67,1,0.84
1433,73681,4,5016.52,5016.52,1,1
1434,73682,4,5033.68,5033.68,1,1
1435,73683,4,5064.64,5067.5,0,0.08
1436,73683,4,5064.64,5064.39,1,0.92
1437,73684,4,5095.16,5084.67,0,0.24
1438,73684,4,5095.16,5098.47,1,0.76
1439,73685,4,5147.2,5115,0,0.04
1440,73685,4,5147.2,5144.24,1,0.84
1441,73687,4,5359.28,5366.38,0,0.64
1442,73688,4,5475.32,5457.39,0,0.72
1443,73689,4,5697.16,5603,0,0.16
1444,73693,17,6086.92,5978.67,0,0.12
1445,73694,17,5933.76,5906.8,0,0.4
1446,73695,17,5909.32,5884.3,0,0.4
1447,73696,17,5887.72,5854.83,0,0.24
1448,73697,17,5838.04,5832,0,0.72
1449,73698,17,5832.2,5832.2,0,1
1450,73699,17,5835.24,5835.24,0,1
1451,73700,17,5839.76,5839.76,0,1
1452,73701,17,5843.84,5842.79,0,0.96
1453,73702,17,5938.56,5938.56,0,1
1454,73703,17,6021.52,6028.5,0,0.48
1455,73909,43,5133.32,5186.6,0,0.2
1456,73910,53,5203.44,5244.3,0,0.4
1457,73911,53,5285.32,5347.5,0,0.16
1458,73911,54,5285.32,5240.67,0,0.24
1459,73912,54,5368.64,5335.13,0,0.6
1460,73913,54,5463.24,5432.07,0,0.6
1461,73914,233,5592.84,5676,0,0.08
1462,73914,54,5592.84,5518.6,0,0.2
1463,73915,238,5484.2,5453.8,0,0.4
1464,73916,238,5427.88,5427.88,0,1
1465,73917,238,5400.8,5400.8,0,1
1466,73918,238,5418.44,5418.44,0,1
1467,73919,238,5446.4,5446.4,0,1
1468,73920,238,5406.84,5410.04,0,0.96
1469,73921,238,5394.08,5387.92,0,0.52
1470,73923,238,5496.24,5510.29,0,0.28
1471,73924,238,5596.4,5596.4,0,1
1472,73925,241,5660.16,5609.5,0,0.08
1473,73925,238,5660.16,5664.57,0,0.92
1474,73926,241,5681.24,5681.24,0,1
1475,73927,241,5605.32,5605.32,0,1
1476,73928,241,5584.28,5584.28,0,1
1477,73929,241,5626.8,5626.8,0,1
1478,73930,241,5670.6,5670.6,0,1
1479,73931,241,5786.68,5786.68,0,1
1480,73932,241,5921.6,5921.6,0,1
1481,73933,241,6034.08,6034.08,0,1
1482,73934,241,6158.28,6134.13,0,0.6
1483,73951,4,5020.48,5002.6,1,0.4
1484,73952,4,5002.44,5002.44,1,1
1485,73953,4,5033.96,5033.96,1,1
1486,73954,4,5113.76,5085.82,1,0.44
1487,73955,4,5185.92,5135.3,1,0.4
1488,73956,4,5220.96,5269.5,0,0.08
1489,73956,4,5220.96,5212.25,1,0.8
1490,73957,4,5276.48,5279.82,0,0.88
1491,73957,4,5276.48,5214,1,0.04
1492,73958,4,5334.64,5334.64,0,1
1493,73959,4,5416.6,5401,0,0.76
1494,73960,4,5626.28,5509,0,0.04
1495,73963,17,6445.96,6452.07,0,0.6
1496,73964,17,6285.24,6337.73,0,0.6
1497,73965,17,6173.76,6270,0,0.04
1498,73966,17,6120.6,6063,0,0.04
1499,73967,17,5996.12,5990.24,0,0.68
1500,73968,17,5888.24,5887.55,0,0.88
1501,73969,17,5852.12,5852.12,0,1
1502,73970,17,5844.64,5844.64,0,1
1503,73971,17,5846.28,5846.28,0,1
1504,73972,17,5874.4,5874.19,0,0.64
1505,73973,17,5996.84,5998.74,0,0.76
1506,73974,17,6092.44,6093.17,0,0.96
1507,73975,17,6221.04,6216.06,0,0.64
1508,74179,43,5183.96,5210.67,0,0.12
1509,74180,43,5276.8,5276.8,0,1
1510,74181,43,5342.2,5349.21,0,0.76
1511,74181,53,5342.2,5320,0,0.24
1512,74182,43,5454.28,5479,0,0.04
1513,74182,53,5454.28,5420.93,0,0.6
1514,74184,233,5669.56,5673.25,0,0.32
1515,74185,233,5625.76,5622.38,0,0.96
1516,74186,238,5422.76,5374.1,0,0.4
1517,74187,238,5331.72,5331.72,0,1
1518,74188,238,5304.44,5304.44,0,1
1519,74189,238,5289.68,5295.27,0,0.88
1520,74190,238,5227.28,5385,0,0.08
1521,74191,238,5227,5269.4,0,0.4
1522,74192,238,5245.12,5275.55,0,0.44
1523,74195,238,5389.48,5504.6,0,0.2
1524,74196,241,5460.88,5445,0,0.44
1525,74196,238,5460.88,5535.29,0,0.28
1526,74197,241,5476.84,5476.84,0,1
1527,74198,241,5446.32,5446.32,0,1
1528,74199,241,5402.16,5402.16,0,1
1529,74200,241,5400.72,5400.72,0,1
1530,74201,241,5435,5435,0,1
1531,74202,241,5524.48,5524.48,0,1
1532,74203,241,5650.08,5650.08,0,1
1533,74204,241,5777.12,5777.12,0,1
1534,74205,241,5943.72,5929.74,0,0.92
1535,74206,241,5965.8,5997,0,0.04
1536,74215,9,5298.72,5392,0,0.04
1537,74216,9,5497.84,5407,0,0.04
1538,74222,4,5048.84,5024.33,1,0.12
1539,74223,4,5021.8,5021.8,1,1
1540,74224,4,5036.04,5036.04,1,1
1541,74225,4,5124.72,5079.91,1,0.44
1542,74227,4,5330.92,5283.67,0,0.12
1543,74228,4,5333.56,5294.1,0,0.4
1544,74229,4,5369.2,5369.32,0,0.88
1545,74230,4,5426.72,5426.72,0,1
1546,74231,4,5577.68,5550.63,0,0.64
1547,74234,17,6394.8,6414.8,0,0.6
1548,74235,17,6328.92,6328.92,0,1
1549,74236,17,6281,6282.65,0,0.8
1550,74237,17,6156.16,6129.86,0,0.56
1551,74238,17,6021.16,6021.16,0,1
1552,74239,17,5900.84,5900.84,0,1
1553,74240,17,5872.44,5872.44,0,1
1554,74241,17,5858.12,5858.12,0,1
1555,74242,17,5845.44,5848,0,0.88
1556,74450,43,5337.56,5260,0,0.12
1557,74451,43,5339.64,5319.08,0,0.52
1558,74452,43,5397.76,5398.5,0,0.96
1559,74453,43,5590.64,5528.9,0,0.4
1560,74454,233,5709.32,5707,0,0.32
1561,74455,233,5568.56,5568.56,0,1
1562,74456,233,5451.32,5451.32,0,1
1563,74457,233,5377.36,5373.73,0,0.6
1564,74457,238,5377.36,5335,0,0.04
1565,74458,238,5231.92,5224.6,0,0.6
1566,74459,238,5200.04,5200.04,0,1
1567,74460,238,5129.04,5174.22,0,0.36
1568,74467,241,5273.2,5290.67,0,0.72
1569,74468,241,5243.72,5247.63,0,0.96
1570,74469,241,5231.96,5231.96,0,1
1571,74470,241,5252.52,5252.52,0,1
1572,74471,241,5242.2,5242.2,0,1
1573,74472,241,5282.64,5282.64,0,1
1574,74473,241,5355.04,5355.04,0,1
1575,74474,241,5456.32,5456.32,0,1
1576,74475,241,5584.32,5584.32,0,1
1577,74476,241,5723.2,5723.2,0,1
1578,74477,241,5870.72,5839.63,0,0.64
1579,74484,9,5204.44,5241,0,0.04
1580,74485,9,5269.32,5296.64,0,0.56
1581,74486,9,5359.92,5363.82,0,0.88
1582,74487,9,5440.2,5400.23,0,0.52
1583,74493,4,5060,5059.5,1,0.08
1584,74494,4,5052.4,5052.4,1,1
1585,74495,4,5044.36,5044.36,1,1
1586,74496,4,5106.8,5075.87,1,0.6
1587,74500,4,5487.12,5486.95,0,0.8
1588,74501,4,5519.56,5516,0,0.96
1589,74502,4,5633.64,5627.15,0,0.8
1590,74503,4,5817.92,5801.42,0,0.48
1591,74504,17,6246.16,6367.67,0,0.24
1592,74505,17,6287.16,6278,0,0.92
1593,74506,17,6190.64,6190.64,0,1
1594,74507,17,6165.72,6165.72,0,1
1595,74508,17,6092,6092,0,1
1596,74509,17,5981.76,5981.76,0,1
1597,74510,17,5899,5899,0,1
1598,74511,17,5876.24,5876.24,0,1
1599,74512,17,5866.16,5866.16,0,1
1600,74513,17,5836.4,5851.62,0,0.52
1601,74717,44,5077.44,5108.27,0,0.44
1602,74718,44,5239.44,5241.6,0,0.8
1603,74719,44,5466.24,5414.5,0,0.16
1604,74724,232,5665,5699,0,0.12
1605,74725,232,5666.4,5655.78,0,0.36
1606,74725,233,5666.4,5653.77,0,0.52
1607,74726,233,5455.6,5455.6,0,1
1608,74727,233,5318.56,5318.56,0,1
1609,74728,233,5244.72,5245.92,0,0.96
1610,74729,233,5196.32,5212.83,0,0.24
1611,74730,238,5143.92,5148,0,0.28
1612,74739,241,5080.56,5094.4,0,0.2
1613,74740,241,5108.4,5109.83,0,0.96
1614,74741,241,5149.52,5149.52,0,1
1615,74742,241,5173.04,5175.15,0,0.8
1616,74743,241,5176.84,5178.57,0,0.56
1617,74744,241,5210.84,5210.84,0,1
1618,74745,241,5280.2,5280.2,0,1
1619,74746,241,5373.48,5373.48,0,1
1620,74747,241,5505.84,5505.84,0,1
1621,74748,241,5644.48,5644.48,0,1
1622,74749,241,5755,5732.8,0,0.6
1623,74752,10,5426.8,5424.57,0,0.28
1624,74753,10,5406,5430.64,0,0.44
1625,74755,9,5294.72,5271,0,0.24
1626,74756,9,5318.56,5319.29,0,0.96
1627,74757,9,5378.48,5378.48,0,1
1628,74758,9,5457.72,5454.13,0,0.96
1629,74764,4,5065.56,5072.71,1,0.28
1630,74765,4,5067.68,5067.68,1,1
1631,74766,4,5059.72,5059.72,1,1
1632,74767,4,5106.8,5085,1,0.56
1633,74769,3,5370.04,5382.29,0,0.28
1634,74770,3,5456.16,5443.58,0,0.48
1635,74771,3,5537.28,5532.74,0,0.76
1636,74771,4,5537.28,5551.67,0,0.24
1637,74772,3,5580.96,5568.5,0,0.16
1638,74772,4,5580.96,5577.22,0,0.72
1639,74773,4,5767,5807,0,0.44
1640,74774,4,5972.28,5891.38,0,0.64
1641,74775,17,6362.84,6392,0,0.24
1642,74776,17,6222.6,6229.38,0,0.32
1643,74777,17,6084.04,6084.04,0,1
1644,74778,17,6049.08,6049.08,0,1
1645,74779,17,6003.68,6003.68,0,1
1646,74780,17,5943.68,5943.68,0,1
1647,74781,17,5908.6,5908.6,0,1
1648,74782,17,5891.36,5891.36,0,1
1649,74783,17,5880.44,5880.44,0,1
1650,74784,17,5845.6,5863.8,0,0.2
1651,74974,51,5005.56,5027.83,0,0.24
1652,74975,51,5122.64,5105.56,0,0.72
1653,74987,52,4974.12,5056,0,0.04
1654,74988,52,5100.56,5132.8,0,0.2
1655,74989,44,5313.96,5353.17,0,0.48
1656,74990,44,5504.4,5504.4,0,1
1657,74991,44,5678.36,5595.25,0,0.16
1658,74993,232,5856.2,5857.57,0,0.28
1659,74994,232,5783,5796.72,0,0.72
1660,74995,232,5643.28,5643.28,0,1
1661,74996,232,5477.56,5477.56,0,1
1662,74997,232,5373.72,5345.46,0,0.52
1663,74997,233,5373.72,5404.33,0,0.48
1664,74998,232,5248.96,5241,0,0.04
1665,74998,233,5248.96,5249.29,0,0.96
1666,74999,233,5195.36,5216.09,0,0.44
1667,75011,241,5067.48,5087.86,0,0.28
1668,75012,241,5097.48,5110.57,0,0.56
1669,75013,241,5138.24,5152,0,0.04
1670,75015,241,5192.24,5191,0,0.08
1671,75016,241,5200,5209.78,0,0.36
1672,75017,241,5260.8,5268.55,0,0.8
1673,75018,241,5371.32,5371.32,0,1
1674,75019,241,5495.8,5495.8,0,1
1675,75020,241,5641.48,5641.48,0,1
1676,75021,241,5758.88,5748.5,0,0.72
1677,75022,10,5701.76,5745.4,0,0.2
1678,75022,241,5701.76,5789,0,0.04
1679,75023,10,5567.2,5609.83,0,0.24
1680,75024,10,5534.92,5538.13,0,0.92
1681,75025,10,5487.08,5556.8,0,0.2
1682,75027,9,5423.76,5498.67,0,0.12
1683,75028,9,5477.32,5477.32,0,1
1684,75029,9,5488.56,5488.54,0,0.96
1685,75035,4,5097.36,5099.38,1,0.84
1686,75036,4,5089.72,5089.72,1,1
1687,75037,4,5089.12,5087.04,1,0.96
1688,75038,4,5168.12,5095,1,0.2
1689,75039,3,5288.2,5308.13,0,0.6
1690,75040,3,5366.88,5366.88,0,1
1691,75041,3,5412.8,5412.8,0,1
1692,75042,3,5533.88,5544.39,0,0.72
1693,75043,3,5601.36,5601.36,0,1
1694,75044,3,5713.64,5647.45,0,0.44
1695,75044,4,5713.64,5870,0,0.04
1696,75045,4,6051.76,5940,0,0.08
1697,75048,17,6032.44,6032.44,0,1
1698,75049,17,5993.72,5993.72,0,1
1699,75050,17,5954.84,5954.84,0,1
1700,75051,17,5932.8,5932.8,0,1
1701,75052,17,5912.8,5912.8,0,1
1702,75053,17,5904.8,5904.8,0,1
1703,75054,17,5900.64,5895.14,0,0.84
1704,75245,51,4927.64,4983,0,0.08
1705,75246,51,5113.08,5040.5,0,0.16
1706,75258,52,5077.4,5083.48,0,0.84
1707,75259,52,5189.72,5189.72,0,1
1708,75260,52,5317.8,5313.57,0,0.92
1709,75260,44,5317.8,5383,0,0.04
1710,75261,52,5465.48,5465.48,0,1
1711,75262,52,5628.12,5541.13,0,0.32
1712,75263,45,5875.08,5831.5,0,0.08
1713,75263,228,5875.08,5861.25,0,0.16
1714,75264,228,5816.2,5831.33,0,0.12
1715,75264,232,5816.2,5814.14,0,0.88
1716,75265,232,5674.84,5683.24,0,0.84
1717,75266,232,5481.12,5481.12,0,1
1718,75267,232,5318.72,5329.77,0,0.88
1719,75268,232,5203.88,5203.88,0,1
1720,75269,232,5169.56,5152.69,0,0.52
1721,75269,233,5169.56,5212,0,0.04
1722,75288,241,5255.08,5260.78,0,0.72
1723,75289,241,5292.28,5292.28,0,1
1724,75290,241,5382.76,5382.76,0,1
1725,75291,241,5514.6,5514.6,0,1
1726,75292,241,5632.2,5632.2,0,1
1727,75293,10,5747.84,5774.5,0,0.24
1728,75293,241,5747.84,5739.42,0,0.76
1729,75294,10,5732.56,5728.87,0,0.92
1730,75294,241,5732.56,5779,0,0.04
1731,75295,10,5690.44,5670.83,0,0.72
1732,75296,10,5590.92,5613.6,0,0.2
1733,75297,9,5538.04,5562.75,0,0.32
1734,75298,9,5525.64,5527.08,0,0.96
1735,75299,9,5520.68,5520.68,0,1
1736,75300,9,5517.6,5510.4,0,0.6
1737,75301,4,5576.44,5538.5,0,0.08
1738,75302,4,5555.76,5509.7,0,0.4
1739,75305,4,5108.44,5109.2,1,0.4
1740,75306,4,5125.12,5125.12,1,1
1741,75307,4,5127.36,5127.36,1,1
1742,75308,4,5184.84,5131.6,1,0.2
1743,75309,3,5229.08,5255,0,0.12
1744,75310,3,5305.8,5304.4,0,0.8
1745,75311,3,5342.88,5338.71,0,0.68
1746,75312,3,5403.72,5398.44,0,0.72
1747,75313,3,5563.24,5588.12,0,0.68
1748,75314,3,5632.92,5632.92,0,1
1749,75315,3,5614.72,5614.29,0,0.96
1750,75316,3,5796.64,5637.67,0,0.12
1751,75319,17,6021.16,6020.75,0,0.96
1752,75320,17,5970.72,5970.72,0,1
1753,75321,17,5957.48,5957.48,0,1
1754,75322,17,5934,5934,0,1
1755,75323,17,5927.88,5924.48,0,0.92
1756,75324,17,5953.68,5924.4,0,0.6
1757,75325,17,6041.08,5939.5,0,0.24
1758,75528,45,5031.92,5061.5,0,0.08
1759,75529,45,5144.4,5145.13,0,0.92
1760,75530,45,5232.4,5233.5,0,0.88
1761,75530,52,5232.4,5224.33,0,0.12
1762,75531,45,5356.08,5367.11,0,0.76
1763,75531,52,5356.08,5321.17,0,0.24
1764,75532,45,5493.88,5506,0,0.6
1765,75532,52,5493.88,5475.7,0,0.4
1766,75533,45,5655.76,5661.23,0,0.88
1767,75533,52,5655.76,5593.5,0,0.08
1768,75534,227,5768.92,5739.67,0,0.24
1769,75534,45,5768.92,5793.17,0,0.24
1770,75534,228,5768.92,5771.23,0,0.52
1771,75535,228,5726.4,5729.81,0,0.64
1772,75535,232,5726.4,5747.5,0,0.16
1773,75537,232,5376,5352.22,0,0.72
1774,75538,232,5244.12,5260.71,0,0.68
1775,75539,232,5132.92,5129.1,0,0.4
1776,75540,232,5127.28,5119.67,0,0.12
1777,75559,241,5263.2,5262.58,0,0.48
1778,75560,241,5305.64,5305.64,0,1
1779,75561,241,5343.72,5343.72,0,1
1780,75562,241,5455.48,5455.48,0,1
1781,75563,241,5561,5561,0,1
1782,75564,241,5636.24,5636.24,0,1
1783,75565,241,5729.6,5697.33,0,0.48
1784,75567,9,5688,5691.71,0,0.68
1785,75568,9,5607.92,5607.92,0,1
1786,75569,9,5584,5584,0,1
1787,75570,9,5566.32,5557.84,0,0.76
1788,75571,9,5552.08,5542,0,0.04
1789,75572,4,5525.44,5529,0,0.2
1790,75573,4,5460.8,5458.33,0,0.84
1791,75574,4,5291.88,5295.5,0,0.96
1792,75575,4,5173.96,5177.08,0,0.48
1793,75575,4,5173.96,5156,1,0.16
1794,75576,4,5144.04,5144.92,1,0.96
1795,75577,4,5147.64,5147.64,1,1
1796,75578,4,5167.76,5152.83,1,0.72
1797,75584,3,5662.72,5680.64,0,0.56
1798,75585,3,5679.64,5679.64,0,1
1799,75586,3,5666.28,5666.28,0,1
1800,75587,3,5771.68,5712.54,0,0.52
1801,75589,17,6133.48,6065.8,0,0.2
1802,75590,17,6038.36,6038.36,0,1
1803,75591,17,6000.12,6000.12,0,1
1804,75592,17,5991.88,5991.88,0,1
1805,75593,17,5978.48,5972,0,0.84
1806,75594,17,6068.48,5960,0,0.04
1807,75791,48,5391.12,5383.67,0,0.12
1808,75792,48,5250.2,5284.1,0,0.4
1809,75793,48,5140.28,5223,0,0.08
1810,75798,38,5092.32,5111.33,0,0.24
1811,75799,38,5133.24,5145.56,0,0.64
1812,75800,45,5221.92,5252.4,0,0.2
1813,75801,45,5325,5325,0,1
1814,75802,45,5438.2,5436.46,0,0.96
1815,75803,45,5531.04,5524.55,0,0.88
1816,75804,227,5530.16,5519.67,0,0.48
1817,75804,45,5530.16,5561,0,0.36
1818,75805,227,5553.2,5552.4,0,0.8
1819,75805,228,5553.2,5629,0,0.08
1820,75806,228,5551.28,5561.23,0,0.88
1821,75831,241,5329,5330.56,0,0.36
1822,75832,241,5372.28,5372.28,0,1
1823,75833,241,5415.32,5415.32,0,1
1824,75834,241,5499.04,5499.04,0,1
1825,75835,241,5567.44,5567.44,0,1
1826,75836,241,5640.72,5614.27,0,0.6
1827,75837,9,5773.32,5778.14,0,0.28
1828,75838,9,5706.76,5706.76,0,1
1829,75839,9,5648.76,5648.76,0,1
1830,75840,9,5655.76,5625.45,0,0.44
1831,75842,4,5625.28,5629,0,0.4
1832,75843,4,5516.04,5508,0,0.76
1833,75844,4,5480.72,5480.72,0,1
1834,75845,4,5336.84,5340.29,0,0.96
1835,75846,4,5190.24,5197.35,0,0.8
1836,75846,4,5190.24,5161.8,1,0.2
1837,75847,4,5173.08,5173.08,1,1
1838,75848,4,5188.16,5188.16,1,1
1839,75849,4,5263,5256.53,1,0.68
1840,75852,4,5604.72,5561.4,0,0.2
1841,75855,3,5757.76,5759.83,0,0.92
1842,75856,3,5727.36,5727.36,0,1
1843,75857,3,5744.28,5744.28,0,1
1844,75858,3,5950.64,5832.83,0,0.48
1845,75860,17,6074.2,6061.8,0,0.8
1846,75861,17,6037.36,6037.36,0,1
1847,75862,17,6016.68,6016.68,0,1
1848,75863,17,6020.32,6020.32,0,1
1849,75864,17,6101.52,6064.92,0,0.48
1850,76062,48,5479.16,5444.1,0,0.4
1851,76063,48,5379.28,5379.28,0,1
1852,76064,48,5293,5300.3,0,0.92
1853,76065,48,5239.84,5267.27,0,0.44
1854,76066,49,5204.96,5234,0,0.56
1855,76067,46,5199.28,5279.5,0,0.08
1856,76067,49,5199.28,5229.33,0,0.12
1857,76068,46,5209,5263.67,0,0.24
1858,76069,50,5222.68,5281.33,0,0.12
1859,76069,38,5222.68,5224.25,0,0.16
1860,76070,38,5265.16,5265.16,0,1
1861,76071,38,5348.48,5352.29,0,0.84
1862,76072,38,5451.76,5476,0,0.6
1863,76072,45,5451.76,5401.67,0,0.12
1864,76073,38,5601.96,5629.93,0,0.6
1865,76074,38,5568.92,5676.5,0,0.16
1866,76075,227,5321.92,5311.73,0,0.6
1867,76076,227,5311.8,5309.47,0,0.6
1868,76103,241,5394.96,5390.3,0,0.4
1869,76104,241,5414.88,5416.29,0,0.84
1870,76105,241,5450.24,5450.24,0,1
1871,76106,241,5500.96,5500.96,0,1
1872,76107,241,5612.92,5565.91,0,0.44
1873,76108,9,5822.8,5829.63,0,0.32
1874,76109,9,5789.28,5781.67,0,0.72
1875,76110,4,5745.72,5787,0,0.04
1876,76110,9,5745.72,5703,0,0.32
1877,76111,4,5791.68,5795,0,0.32
1878,76112,4,5751.44,5752.12,0,0.68
1879,76113,4,5606.44,5617.16,0,0.76
1880,76114,4,5514.96,5514.96,0,1
1881,76115,4,5508.6,5508.6,0,1
1882,76116,4,5361.6,5427.7,0,0.4
1883,76117,4,5235.56,5211.8,0,0.2
1884,76117,4,5235.56,5189,1,0.04
1885,76118,4,5209.32,5208.92,1,0.96
1886,76119,4,5228.68,5228.68,1,1
1887,76120,4,5259,5259,1,1
1888,76121,4,5303.8,5298.91,1,0.88
1889,76122,4,5443.96,5451.89,0,0.72
1890,76122,4,5443.96,5398.5,1,0.08
1891,76123,4,5499.52,5499.52,0,1
1892,76124,4,5590.04,5564.18,0,0.68
1893,76126,3,5866.32,5812.57,0,0.28
1894,76127,3,5836.28,5780.78,0,0.36
1895,76128,3,5897.8,5851.19,0,0.64
1896,76129,3,6146.2,5882,0,0.04
1897,76131,17,6077.84,6053.1,0,0.4
1898,76132,17,6047.4,6047.4,0,1
1899,76133,17,6033.88,6033.88,0,1
1900,76134,17,6067.52,6067.52,0,1
1901,76135,17,6101,6106.3,0,0.4
1902,76333,48,5606.52,5519.33,0,0.24
1903,76334,48,5498.72,5498.72,0,1
1904,76335,48,5449.92,5449.92,0,1
1905,76336,48,5466.76,5466.76,0,1
1906,76337,49,5379.04,5373.43,0,0.92
1907,76337,48,5379.04,5466,0,0.04
1908,76338,46,5361.56,5351,0,0.04
1909,76338,49,5361.56,5366.55,0,0.8
1910,76339,46,5352.24,5353.13,0,0.92
1911,76339,49,5352.24,5385,0,0.04
1912,76340,50,5310.08,5315.78,0,0.72
